//µÀ¾ßID,µÀ¾ßÃû³Æ,ËùÐèÖ°Òµ,ËùÐèµÈ¼¶,ËùÐèÐÔ±ð,×îÐ¡ÎïÀí¹¥»÷,×î´óÎïÀí¹¥»÷,·ÀÓù,Ä§·¨·ÀÓù,×îÐ¡Ä§·¨¹¥»÷,×î´óÄ§·¨¹¥»÷,¶ã±Ü,×¼È·,µ±Ç°µþ¼ÓÊýÁ¿,×î´óµþ¼ÓÊýÁ¿,½Å±¾id,¼Û¸ñ,»ÃÊÞµ°¶ÔÓ¦id,ËµÃ÷
#id,name,req_profession,req_level,req_sex,attack_min,attack_max,defense,magic_defense,magic_attack_min,magic_attck_max,dodge,hitrate,amount,amount_limit,actionid,price,monster_type,info
135086,ÆôÊ¾Ö®ÅÛ,10,85,0,0,0,658,739,0,0,0,0,10000,10000,0,0,0,¼ò½é
135087,ÆôÊ¾Ö®ÅÛ,10,85,0,0,0,732,822,0,0,0,0,10000,10000,0,0,0,¼ò½é
135090,ºÍÐ³Ö®Îè,10,93,0,0,0,430,483,0,0,0,0,10000,10000,0,0,0,¼ò½é
135091,ºÍÐ³Ö®Îè,10,93,0,0,0,452,508,0,0,0,0,10000,10000,0,0,0,¼ò½é
135092,ºÍÐ³Ö®Îè,10,93,0,0,0,495,556,0,0,0,0,10000,10000,0,0,0,¼ò½é
135093,ºÍÐ³Ö®Îè,10,93,0,0,0,559,628,0,0,0,0,10000,10000,0,0,0,¼ò½é
135094,ºÍÐ³Ö®Îè,10,93,0,0,0,645,836,0,0,0,0,10000,10000,0,0,0,¼ò½é
135095,ºÍÐ³Ö®Îè,10,93,0,0,0,688,772,0,0,0,0,10000,10000,0,0,0,¼ò½é
135096,ºÍÐ³Ö®Îè,10,93,0,0,0,774,869,0,0,0,0,10000,10000,0,0,0,¼ò½é
135097,ºÍÐ³Ö®Îè,10,93,0,0,0,860,966,0,0,0,0,10000,10000,0,0,0,¼ò½é
135100,ÕæÀíÊ¥ÅÛ,10,105,0,0,0,526,591,0,0,0,0,10000,10000,0,0,0,¼ò½é
135101,ÕæÀíÊ¥ÅÛ,10,105,0,0,0,553,621,0,0,0,0,10000,10000,0,0,0,¼ò½é
135102,ÕæÀíÊ¥ÅÛ,10,105,0,0,0,605,680,0,0,0,0,10000,10000,0,0,0,¼ò½é
135103,ÕæÀíÊ¥ÅÛ,10,105,0,0,0,684,769,0,0,0,0,10000,10000,0,0,0,¼ò½é
135104,ÕæÀíÊ¥ÅÛ,10,105,0,0,0,789,887,0,0,0,0,10000,10000,0,0,0,¼ò½é
135105,ÕæÀíÊ¥ÅÛ,10,105,0,0,0,841,945,0,0,0,0,10000,10000,0,0,0,¼ò½é
135106,ÕæÀíÊ¥ÅÛ,10,105,0,0,0,946,1063,0,0,0,0,10000,10000,0,0,0,¼ò½é
135107,ÕæÀíÊ¥ÅÛ,10,105,0,0,0,1052,1182,0,0,0,0,10000,10000,0,0,0,¼ò½é
135110,Ìì¿Õ·¨ÅÛ,10,125,0,0,0,686,771,0,0,0,0,10000,10000,0,0,0,¼ò½é
135111,Ìì¿Õ·¨ÅÛ,10,125,0,0,0,720,810,0,0,0,0,10000,10000,0,0,0,¼ò½é
135112,Ìì¿Õ·¨ÅÛ,10,125,0,0,0,789,887,0,0,0,0,10000,10000,0,0,0,¼ò½é
135113,Ìì¿Õ·¨ÅÛ,10,125,0,0,0,892,1002,0,0,0,0,10000,10000,0,0,0,¼ò½é
135114,Ìì¿Õ·¨ÅÛ,10,125,0,0,0,1029,1157,0,0,0,0,10000,10000,0,0,0,¼ò½é
135115,Ìì¿Õ·¨ÅÛ,10,125,0,0,0,1097,1233,0,0,0,0,10000,10000,0,0,0,¼ò½é
135116,Ìì¿Õ·¨ÅÛ,10,125,0,0,0,1234,1387,0,0,0,0,10000,10000,0,0,0,¼ò½é
135117,Ìì¿Õ·¨ÅÛ,10,125,0,0,0,1372,1542,0,0,0,0,10000,10000,0,0,0,¼ò½é
135300,Ñ§Í½×°,10,1,0,0,0,18,19,0,0,0,0,10000,10000,0,0,0,¼ò½é
145000,Çà±Ú½äÑÏ,10,28,0,0,0,46,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145001,Çà±Ú½äÑÏ,10,28,0,0,0,49,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145002,Çà±Ú½äÑÏ,10,28,0,0,0,53,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145003,Çà±Ú½äÑÏ,10,28,0,0,0,60,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145004,Çà±Ú½äÑÏ,10,28,0,0,0,69,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145005,Çà±Ú½äÑÏ,10,28,0,0,0,73,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145006,Çà±Ú½äÑÏ,10,28,0,0,0,82,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145007,Çà±Ú½äÑÏ,10,28,0,0,0,92,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145010,½®Ñ±¹íÑÛ,10,32,0,0,0,52,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145011,½®Ñ±¹íÑÛ,10,32,0,0,0,55,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145012,½®Ñ±¹íÑÛ,10,32,0,0,0,60,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145013,½®Ñ±¹íÑÛ,10,32,0,0,0,68,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145014,½®Ñ±¹íÑÛ,10,32,0,0,0,78,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145015,½®Ñ±¹íÑÛ,10,32,0,0,0,83,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145016,½®Ñ±¹íÑÛ,10,32,0,0,0,93,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145017,½®Ñ±¹íÑÛ,10,32,0,0,0,104,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145020,°µ¹â»êíø,10,43,0,0,0,70,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145021,°µ¹â»êíø,10,43,0,0,0,74,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145022,°µ¹â»êíø,10,43,0,0,0,81,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145023,°µ¹â»êíø,10,43,0,0,0,91,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145024,°µ¹â»êíø,10,43,0,0,0,105,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145025,°µ¹â»êíø,10,43,0,0,0,112,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145026,°µ¹â»êíø,10,43,0,0,0,126,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145027,°µ¹â»êíø,10,43,0,0,0,140,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145030,Ã÷Öé¾øÈ»,10,48,0,0,0,78,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145031,Ã÷Öé¾øÈ»,10,48,0,0,0,82,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145032,Ã÷Öé¾øÈ»,10,48,0,0,0,90,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145033,Ã÷Öé¾øÈ»,10,48,0,0,0,102,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145034,Ã÷Öé¾øÈ»,10,48,0,0,0,117,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145035,Ã÷Öé¾øÈ»,10,48,0,0,0,124,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145036,Ã÷Öé¾øÈ»,10,48,0,0,0,140,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145037,Ã÷Öé¾øÈ»,10,48,0,0,0,156,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145040,»ÃÀ¶ÌìÏ¼,10,53,0,0,0,86,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145041,»ÃÀ¶ÌìÏ¼,10,53,0,0,0,91,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145042,»ÃÀ¶ÌìÏ¼,10,53,0,0,0,99,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145043,»ÃÀ¶ÌìÏ¼,10,53,0,0,0,112,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145044,»ÃÀ¶ÌìÏ¼,10,53,0,0,0,129,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145045,»ÃÀ¶ÌìÏ¼,10,53,0,0,0,137,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
14504,»ÃÀ¶ÌìÏ¼,10,53,0,0,0,154,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145047,»ÃÀ¶ÌìÏ¼,10,53,0,0,0,172,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145050,Ä§¹â·ï»Ë,10,63,0,0,0,102,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145051,Ä§¹â·ï»Ë,10,63,0,0,0,108,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145052,Ä§¹â·ï»Ë,10,63,0,0,0,118,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145053,Ä§¹â·ï»Ë,10,63,0,0,0,133,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145054,Ä§¹â·ï»Ë,10,63,0,0,0,153,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145055,Ä§¹â·ï»Ë,10,63,0,0,0,163,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145056,Ä§¹â·ï»Ë,10,63,0,0,0,183,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145057,Ä§¹â·ï»Ë,10,63,0,0,0,204,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145060,ÓîÖæ÷ÈÁ¦,10,68,0,0,0,110,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145061,ÓîÖæ÷ÈÁ¦,10,68,0,0,0,116,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145062,ÓîÖæ÷ÈÁ¦,10,68,0,0,0,127,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145063,ÓîÖæ÷ÈÁ¦,10,68,0,0,0,143,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145064,ÓîÖæ÷ÈÁ¦,10,68,0,0,0,165,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145065,ÓîÖæ÷ÈÁ¦,10,68,0,0,0,176,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145066,ÓîÖæ÷ÈÁ¦,10,68,0,0,0,198,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145067,ÓîÖæ÷ÈÁ¦,10,68,0,0,0,220,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145070,ÉîÀ¶´«Ëµ,10,78,0,0,0,126,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145071,ÉîÀ¶´«Ëµ,10,78,0,0,0,133,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145072,ÉîÀ¶´«Ëµ,10,78,0,0,0,145,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145073,ÉîÀ¶´«Ëµ,10,78,0,0,0,164,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145074,ÉîÀ¶´«Ëµ,10,78,0,0,0,189,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145075,ÉîÀ¶´«Ëµ,10,78,0,0,0,201,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145076,ÉîÀ¶´«Ëµ,10,78,0,0,0,226,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145077,ÉîÀ¶´«Ëµ,10,78,0,0,0,252,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145080,·ïÒíÌìÓî,10,83,0,0,0,140,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145081,·ïÒíÌìÓî,10,83,0,0,0,147,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145082,·ïÒíÌìÓî,10,83,0,0,0,161,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145083,·ïÒíÌìÓî,10,83,0,0,0,182,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145084,·ïÒíÌìÓî,10,83,0,0,0,210,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145085,·ïÒíÌìÓî,10,83,0,0,0,224,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145086,·ïÒíÌìÓî,10,83,0,0,0,252,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145087,·ïÒíÌìÓî,10,83,0,0,0,280,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145090,ÔªËØ½á½ç,10,88,0,0,0,156,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145091,ÔªËØ½á½ç,10,88,0,0,0,164,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145092,ÔªËØ½á½ç,10,88,0,0,0,180,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145093,ÔªËØ½á½ç,10,88,0,0,0,203,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145094,ÔªËØ½á½ç,10,88,0,0,0,234,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145095,ÔªËØ½á½ç,10,88,0,0,0,249,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145096,ÔªËØ½á½ç,10,88,0,0,0,280,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145097,ÔªËØ½á½ç,10,88,0,0,0,312,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145100,¿ÕÐéÖ®ÂÖ,10,101,0,0,0,198,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145101,¿ÕÐéÖ®ÂÖ,10,101,0,0,0,208,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145102,¿ÕÐéÖ®ÂÖ,10,101,0,0,0,228,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145103,¿ÕÐéÖ®ÂÖ,10,101,0,0,0,258,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145104,¿ÕÐéÖ®ÂÖ,10,101,0,0,0,297,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145105,¿ÕÐéÖ®ÂÖ,10,101,0,0,0,316,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145106,¿ÕÐéÖ®ÂÖ,10,101,0,0,0,356,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145107,¿ÕÐéÖ®ÂÖ,10,101,0,0,0,396,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145110,î£ÖÇÊÖïí,10,118,0,0,0,252,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145111,î£ÖÇÊÖïí,10,118,0,0,0,265,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145112,î£ÖÇÊÖïí,10,118,0,0,0,290,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145113,î£ÖÇÊÖïí,10,118,0,0,0,328,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145114,î£ÖÇÊÖïí,10,118,0,0,0,378,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145115,î£ÖÇÊÖïí,10,118,0,0,0,403,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145116,î£ÖÇÊÖïí,10,118,0,0,0,453,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145117,î£ÖÇÊÖïí,10,118,0,0,0,504,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145300,ôä´äÇéÍø,10,7,0,0,0,12,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145350,ÊôÁéÇ¾Þ±,10,13,0,0,0,22,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
145400,ÃÔ»ÃÄ§Ó°,10,19,0,0,0,31,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
165000,Ðé»ÃÔ²Îè,10,27,0,0,0,0,0,0,0,7,0,10000,10000,0,0,0,¼ò½é
165001,Ðé»ÃÔ²Îè,10,27,0,0,0,0,0,0,0,8,0,10000,10000,0,0,0,¼ò½é
165002,Ðé»ÃÔ²Îè,10,27,0,0,0,0,0,0,0,9,0,10000,10000,0,0,0,¼ò½é
165003,Ðé»ÃÔ²Îè,10,27,0,0,0,0,0,0,0,10,0,10000,10000,0,0,0,¼ò½é
165004,Ðé»ÃÔ²Îè,10,27,0,0,0,0,0,0,0,11,0,10000,10000,0,0,0,¼ò½é
165005,Ðé»ÃÔ²Îè,10,27,0,0,0,0,0,0,0,11,0,10000,10000,0,0,0,¼ò½é
165006,Ðé»ÃÔ²Îè,10,27,0,0,0,0,0,0,0,12,0,10000,10000,0,0,0,¼ò½é
165007,Ðé»ÃÔ²Îè,10,27,0,0,0,0,0,0,0,14,0,10000,10000,0,0,0,¼ò½é
165010,Ä§Á¦·Ðµã,10,34,0,0,0,0,0,0,0,9,0,10000,10000,0,0,0,¼ò½é
165011,Ä§Á¦·Ðµã,10,34,0,0,0,0,0,0,0,10,0,10000,10000,0,0,0,¼ò½é
165012,Ä§Á¦·Ðµã,10,34,0,0,0,0,0,0,0,11,0,10000,10000,0,0,0,¼ò½é
165013,Ä§Á¦·Ðµã,10,34,0,0,0,0,0,0,0,12,0,10000,10000,0,0,0,¼ò½é
165014,Ä§Á¦·Ðµã,10,34,0,0,0,0,0,0,0,13,0,10000,10000,0,0,0,¼ò½é
165015,Ä§Á¦·Ðµã,10,34,0,0,0,0,0,0,0,14,0,10000,10000,0,0,0,¼ò½é
165016,Ä§Á¦·Ðµã,10,34,0,0,0,0,0,0,0,16,0,10000,10000,0,0,0,¼ò½é
165017,Ä§Á¦·Ðµã,10,34,0,0,0,0,0,0,0,18,0,10000,10000,0,0,0,¼ò½é
165020,Ä§»êÂþ²½,10,42,0,0,0,0,0,0,0,11,0,10000,10000,0,0,0,¼ò½é
165021,Ä§»êÂþ²½,10,42,0,0,0,0,0,0,0,12,0,10000,10000,0,0,0,¼ò½é
165022,Ä§»êÂþ²½,10,42,0,0,0,0,0,0,0,13,0,10000,10000,0,0,0,¼ò½é
165023,Ä§»êÂþ²½,10,42,0,0,0,0,0,0,0,14,0,10000,10000,0,0,0,¼ò½é
165024,Ä§»êÂþ²½,10,42,0,0,0,0,0,0,0,15,0,10000,10000,0,0,0,¼ò½é
165025,Ä§»êÂþ²½,10,42,0,0,0,0,0,0,0,17,0,10000,10000,0,0,0,¼ò½é
165026,Ä§»êÂþ²½,10,42,0,0,0,0,0,0,0,19,0,10000,10000,0,0,0,¼ò½é
165027,Ä§»êÂþ²½,10,42,0,0,0,0,0,0,0,22,0,10000,10000,0,0,0,¼ò½é
165030,°×É«Äþ¾²,10,47,0,0,0,0,0,0,0,12,0,10000,10000,0,0,0,¼ò½é
165031,°×É«Äþ¾²,10,47,0,0,0,0,0,0,0,13,0,10000,10000,0,0,0,¼ò½é
165032,°×É«Äþ¾²,10,47,0,0,0,0,0,0,0,14,0,10000,10000,0,0,0,¼ò½é
165033,°×É«Äþ¾²,10,47,0,0,0,0,0,0,0,15,0,10000,10000,0,0,0,¼ò½é
165034,°×É«Äþ¾²,10,47,0,0,0,0,0,0,0,16,0,10000,10000,0,0,0,¼ò½é
165035,°×É«Äþ¾²,10,47,0,0,0,0,0,0,0,19,0,10000,10000,0,0,0,¼ò½é
165036,°×É«Äþ¾²,10,47,0,0,0,0,0,0,0,21,0,10000,10000,0,0,0,¼ò½é
165037,°×É«Äþ¾²,10,47,0,0,0,0,0,0,0,24,0,10000,10000,0,0,0,¼ò½é
165040,ÉîÔ¨Ä§ÑÛ,10,57,0,0,0,0,0,0,0,12,0,10000,10000,0,0,0,¼ò½é
165041,ÉîÔ¨Ä§ÑÛ,10,57,0,0,0,0,0,0,0,16,0,10000,10000,0,0,0,¼ò½é
165042,ÉîÔ¨Ä§ÑÛ,10,57,0,0,0,0,0,0,0,17,0,10000,10000,0,0,0,¼ò½é
165043,ÉîÔ¨Ä§ÑÛ,10,57,0,0,0,0,0,0,0,18,0,10000,10000,0,0,0,¼ò½é
165044,ÉîÔ¨Ä§ÑÛ,10,57,0,0,0,0,0,0,0,19,0,10000,10000,0,0,0,¼ò½é
165045,ÉîÔ¨Ä§ÑÛ,10,57,0,0,0,0,0,0,0,24,0,10000,10000,0,0,0,¼ò½é
165046,ÉîÔ¨Ä§ÑÛ,10,57,0,0,0,0,0,0,0,27,0,10000,10000,0,0,0,¼ò½é
165047,ÉîÔ¨Ä§ÑÛ,10,57,0,0,0,0,0,0,0,30,0,10000,10000,0,0,0,¼ò½é
165050,Á¶½ðÊõÊ¿,10,64,0,0,0,0,0,0,0,18,0,10000,10000,0,0,0,¼ò½é
165051,Á¶½ðÊõÊ¿,10,64,0,0,0,0,0,0,0,19,0,10000,10000,0,0,0,¼ò½é
165052,Á¶½ðÊõÊ¿,10,64,0,0,0,0,0,0,0,20,0,10000,10000,0,0,0,¼ò½é
165053,Á¶½ðÊõÊ¿,10,64,0,0,0,0,0,0,0,21,0,10000,10000,0,0,0,¼ò½é
165054,Á¶½ðÊõÊ¿,10,64,0,0,0,0,0,0,0,22,0,10000,10000,0,0,0,¼ò½é
165055,Á¶½ðÊõÊ¿,10,64,0,0,0,0,0,0,0,28,0,10000,10000,0,0,0,¼ò½é
165056,Á¶½ðÊõÊ¿,10,64,0,0,0,0,0,0,0,32,0,10000,10000,0,0,0,¼ò½é
165057,Á¶½ðÊõÊ¿,10,64,0,0,0,0,0,0,0,36,0,10000,10000,0,0,0,¼ò½é
165060,Ä§ÑªÏ´Àñ,10,72,0,0,0,0,0,0,0,21,0,10000,10000,0,0,0,¼ò½é
165061,Ä§ÑªÏ´Àñ,10,72,0,0,0,0,0,0,0,22,0,10000,10000,0,0,0,¼ò½é
165062,Ä§ÑªÏ´Àñ,10,72,0,0,0,0,0,0,0,23,0,10000,10000,0,0,0,¼ò½é
165063,Ä§ÑªÏ´Àñ,10,72,0,0,0,0,0,0,0,24,0,10000,10000,0,0,0,¼ò½é
165064,Ä§ÑªÏ´Àñ,10,72,0,0,0,0,0,0,0,25,0,10000,10000,0,0,0,¼ò½é
165065,Ä§ÑªÏ´Àñ,10,72,0,0,0,0,0,0,0,33,0,10000,10000,0,0,0,¼ò½é
165066,Ä§ÑªÏ´Àñ,10,72,0,0,0,0,0,0,0,37,0,10000,10000,0,0,0,¼ò½é
165067,Ä§ÑªÏ´Àñ,10,72,0,0,0,0,0,0,0,42,0,10000,10000,0,0,0,¼ò½é
165070,±Ì²¨ÍòÀï,10,77,0,0,0,0,0,0,0,24,0,10000,10000,0,0,0,¼ò½é
165071,±Ì²¨ÍòÀï,10,77,0,0,0,0,0,0,0,25,0,10000,10000,0,0,0,¼ò½é
165072,±Ì²¨ÍòÀï,10,77,0,0,0,0,0,0,0,26,0,10000,10000,0,0,0,¼ò½é
165073,±Ì²¨ÍòÀï,10,77,0,0,0,0,0,0,0,27,0,10000,10000,0,0,0,¼ò½é
165074,±Ì²¨ÍòÀï,10,77,0,0,0,0,0,0,0,28,0,10000,10000,0,0,0,¼ò½é
165075,±Ì²¨ÍòÀï,10,77,0,0,0,0,0,0,0,38,0,10000,10000,0,0,0,¼ò½é
165076,±Ì²¨ÍòÀï,10,77,0,0,0,0,0,0,0,43,0,10000,10000,0,0,0,¼ò½é
165077,±Ì²¨ÍòÀï,10,77,0,0,0,0,0,0,0,48,0,10000,10000,0,0,0,¼ò½é
165080,Çå·çÖ®·÷,10,85,0,0,0,0,0,0,0,30,0,10000,10000,0,0,0,¼ò½é
165081,Çå·çÖ®·÷,10,85,0,0,0,0,0,0,0,31,0,10000,10000,0,0,0,¼ò½é
165082,Çå·çÖ®·÷,10,85,0,0,0,0,0,0,0,32,0,10000,10000,0,0,0,¼ò½é
165083,Çå·çÖ®·÷,10,85,0,0,0,0,0,0,0,33,0,10000,10000,0,0,0,¼ò½é
165084,Çå·çÖ®·÷,10,85,0,0,0,0,0,0,0,34,0,10000,10000,0,0,0,¼ò½é
165085,Çå·çÖ®·÷,10,85,0,0,0,0,0,0,0,48,0,10000,10000,0,0,0,¼ò½é
165086,Çå·çÖ®·÷,10,85,0,0,0,0,0,0,0,54,0,10000,10000,0,0,0,¼ò½é
165087,Çå·çÖ®·÷,10,85,0,0,0,0,0,0,0,60,0,10000,10000,0,0,0,¼ò½é
165090,×ªË²Ç§Äê,10,91,0,0,0,0,0,0,0,33,0,10000,10000,0,0,0,¼ò½é
165091,×ªË²Ç§Äê,10,91,0,0,0,0,0,0,0,34,0,10000,10000,0,0,0,¼ò½é
165092,×ªË²Ç§Äê,10,91,0,0,0,0,0,0,0,35,0,10000,10000,0,0,0,¼ò½é
165093,×ªË²Ç§Äê,10,91,0,0,0,0,0,0,0,36,0,10000,10000,0,0,0,¼ò½é
165094,×ªË²Ç§Äê,10,91,0,0,0,0,0,0,0,37,0,10000,10000,0,0,0,¼ò½é
165095,×ªË²Ç§Äê,10,91,0,0,0,0,0,0,0,52,0,10000,10000,0,0,0,¼ò½é
165096,×ªË²Ç§Äê,10,91,0,0,0,0,0,0,0,59,0,10000,10000,0,0,0,¼ò½é
165097,×ªË²Ç§Äê,10,91,0,0,0,0,0,0,0,66,0,10000,10000,0,0,0,¼ò½é
165300,Ì¤ÐÇ·¨Ñ¥,10,8,0,0,0,0,0,0,0,3,0,10000,10000,0,0,0,¼ò½é
165350,Ä§Á¦Ó£Áã,10,16,0,0,0,0,0,0,0,4,0,10000,10000,0,0,0,¼ò½é
165400,×æÄ¸½Ì»å,10,23,0,0,0,0,0,0,0,5,0,10000,10000,0,0,0,¼ò½é
440000,Ñ§Í½ÕÈ,10,1,0,7,13,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
440001,Ñ§Í½ÕÈ,10,1,0,7,13,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
440002,Ñ§Í½ÕÈ,10,1,0,7,13,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
440003,Ñ§Í½ÕÈ,10,1,0,7,13,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
440004,Ñ§Í½ÕÈ,10,1,0,7,13,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
440005,Ñ§Í½ÕÈ,10,1,0,11,20,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
440006,Ñ§Í½ÕÈ,10,1,0,12,23,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
440007,Ñ§Í½ÕÈ,10,1,0,14,26,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
440010,ÁðÄ¾ÕÈ,10,9,0,9,18,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
440011,ÁðÄ¾ÕÈ,10,9,0,9,18,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
440012,ÁðÄ¾ÕÈ,10,9,0,9,18,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
440013,ÁðÄ¾ÕÈ,10,9,0,9,18,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
440014,ÁðÄ¾ÕÈ,10,9,0,9,18,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
440015,ÁðÄ¾ÕÈ,10,9,0,14,28,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
440016,ÁðÄ¾ÕÈ,10,9,0,16,32,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
440017,ÁðÄ¾ÕÈ,10,9,0,18,36,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
440020,¹ÅÌÙÕÈ,10,14,0,13,24,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
440021,¹ÅÌÙÕÈ,10,14,0,13,24,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
440022,¹ÅÌÙÕÈ,10,14,0,13,24,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
